OMIM	efo_uri	efo_label
166200	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
166210	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
259420	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
166220	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
166230	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
610967	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
616229	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
259440	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
610682	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
610915	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
615220	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
618644	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
614856	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
615066	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
301014	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
610968	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
616507	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
613849	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
613982	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
617952	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
613848	http://www.orpha.net/ORDO/Orphanet_666	Osteogenesis imperfecta
129510	http://www.orpha.net/ORDO/Orphanet_1818	Ectodermal dysplasia, trichoodontoonychial type
613094	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
610093	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
251600	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
613704	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
613517	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
615113	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
611038	http://www.orpha.net/ORDO/Orphanet_2542	Isolated anophthalmia - microphthalmia
614809	http://www.orpha.net/ORDO/Orphanet_329931	C3 glomerulonephritis
256810	http://www.orpha.net/ORDO/Orphanet_255229	Navajo neurohepatopathy
157300	http://www.ebi.ac.uk/efo/EFO_0003821	migraine disorder
613656	http://www.ebi.ac.uk/efo/EFO_0003821	migraine disorder
145981	http://www.orpha.net/ORDO/Orphanet_101049	Familial hypocalciuric hypercalcemia type 2
617175	http://www.orpha.net/ORDO/Orphanet_99002	Reticular dystrophy of the retinal pigment epithelium
179840	http://www.orpha.net/ORDO/Orphanet_99002	Reticular dystrophy of the retinal pigment epithelium
267800	http://www.orpha.net/ORDO/Orphanet_99002	Reticular dystrophy of the retinal pigment epithelium
609757	http://www.orpha.net/ORDO/Orphanet_96121	7q11.23 microduplication syndrome
239710	http://www.orpha.net/ORDO/Orphanet_2211	Hypertelorism - hypospadias - polysyndactyly syndrome
610253	http://purl.obolibrary.org/obo/MONDO_0027407	Kleefstra syndrome 1
201100	http://www.orpha.net/ORDO/Orphanet_37	Acrodermatitis enteropathica
226650	http://www.orpha.net/ORDO/Orphanet_79405	Junctional epidermolysis bullosa inversa
616539	http://www.ebi.ac.uk/efo/EFO_0009036	Combined oxidative phosphorylation defect type 26
159580	http://www.ebi.ac.uk/efo/EFO_0007527	tropical spastic paraparesis
614337	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
120435	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
609310	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
613244	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
614385	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
614331	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
614350	http://www.orpha.net/ORDO/Orphanet_144	Lynch syndrome
614462	http://www.orpha.net/ORDO/Orphanet_401859	Lipoic acid synthetase deficiency
249710	http://www.orpha.net/ORDO/Orphanet_2631	Mesomelic dwarfism - cleft palate - camptodactyly
608156	http://www.orpha.net/ORDO/Orphanet_178303	8q22.1 microdeletion syndrome
260565	http://www.orpha.net/ORDO/Orphanet_99807	PEHO-like syndrome
617507	http://www.orpha.net/ORDO/Orphanet_99807	PEHO-like syndrome
610951	http://www.orpha.net/ORDO/Orphanet_228366	CLN7 disease
194350	http://www.orpha.net/ORDO/Orphanet_3466	WT limb-blood syndrome
116700	http://purl.obolibrary.org/obo/MONDO_0007289	cataract 13 with adult I phenotype
608236	http://www.orpha.net/ORDO/Orphanet_140481	Autosomal dominant slowed nerve conduction velocity
613035	http://www.ebi.ac.uk/efo/EFO_1001254	noise-induced hearing loss
604326	http://www.orpha.net/ORDO/Orphanet_98762	Spinocerebellar ataxia type 12
606438	http://www.orpha.net/ORDO/Orphanet_98934	Huntington disease-like 2
MTHU016150	http://www.ebi.ac.uk/efo/EFO_1000478	Pituitary Gland Adenoma
617540	http://www.ebi.ac.uk/efo/EFO_1000478	Pituitary Gland Adenoma
617686	http://www.ebi.ac.uk/efo/EFO_1000478	Pituitary Gland Adenoma
300422	http://purl.obolibrary.org/obo/MONDO_0010318	FG syndrome 4
186580	http://www.orpha.net/ORDO/Orphanet_90340	Blau syndrome
609464	http://www.orpha.net/ORDO/Orphanet_90340	Blau syndrome
604129	http://www.orpha.net/ORDO/Orphanet_89843	Dystrophic epidermolysis bullosa pruriginosa
240600	http://www.orpha.net/ORDO/Orphanet_2089	Glycogen storage disease due to hepatic glycogen synthase deficiency
247200	http://www.orpha.net/ORDO/Orphanet_531	Miller-Dieker syndrome
613507	http://www.orpha.net/ORDO/Orphanet_263297	Glycogen storage disease due to glycogenin deficiency
216400	http://www.orpha.net/ORDO/Orphanet_90324	Cockayne syndrome type 3
133540	http://www.orpha.net/ORDO/Orphanet_90324	Cockayne syndrome type 3
216411	http://www.orpha.net/ORDO/Orphanet_90324	Cockayne syndrome type 3
143100	http://www.orpha.net/ORDO/Orphanet_248111	Juvenile Huntington disease
134750	http://www.ebi.ac.uk/efo/EFO_0007269	Felty's syndrome
259050	http://www.orpha.net/ORDO/Orphanet_3042	Intellectual disability - cataracts - calcified pinnae - myopathy
613118	http://www.orpha.net/ORDO/Orphanet_82	Hereditary thrombophilia due to congenital antithrombin deficiency
194090	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
601363	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
194071	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
601583	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
194070	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
616806	http://www.orpha.net/ORDO/Orphanet_654	Nephroblastoma
193230	http://www.orpha.net/ORDO/Orphanet_91496	Snowflake vitreoretinal degeneration
305550	http://www.orpha.net/ORDO/Orphanet_97232	Fingerprint body myopathy
126900	http://www.orpha.net/ORDO/Orphanet_79142	Familial Dupuytren contracture
615978	http://www.orpha.net/ORDO/Orphanet_319581	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
167750	http://www.orpha.net/ORDO/Orphanet_675	Annular pancreas
607523	http://www.orpha.net/ORDO/Orphanet_79369	Isolated nail anomaly
252010	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618238	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618246	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618245	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618239	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618225	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618222	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618234	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618243	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618240	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618235	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618252	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618248	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618232	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618228	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
500014	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618247	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618250	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618224	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618253	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618236	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618229	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
301021	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
301020	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618237	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618242	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618241	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618244	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618233	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618249	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618230	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618226	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
618251	http://www.orpha.net/ORDO/Orphanet_2609	Isolated NADH-CoQ reductase deficiency
233500	http://www.orpha.net/ORDO/Orphanet_2095	Gorlin-Chaudhry-Moss syndrome
133000	http://www.orpha.net/ORDO/Orphanet_231031	Erythema palmaris hereditarium
601452	http://www.orpha.net/ORDO/Orphanet_398156	Oculoauriculofrontonasal syndrome
118700	http://www.orpha.net/ORDO/Orphanet_1429	Benign familial chorea
215450	http://www.orpha.net/ORDO/Orphanet_1429	Benign familial chorea
255125	http://www.orpha.net/ORDO/Orphanet_43115	Hereditary myopathy with lactic acidosis due to ISCU deficiency
120200	http://www.orpha.net/ORDO/Orphanet_98942	Coloboma of choroid and retina
120200	http://purl.obolibrary.org/obo/MONDO_0007350	coloboma, ocular, autosomal dominant
302000	http://www.orpha.net/ORDO/Orphanet_1867	Bullous dystrophy, macular type
187600	http://www.orpha.net/ORDO/Orphanet_85165	Severe achondroplasia - developmental delay - acanthosis nigricans
616482	http://www.orpha.net/ORDO/Orphanet_85165	Severe achondroplasia - developmental delay - acanthosis nigricans
606777	http://www.orpha.net/ORDO/Orphanet_71277	Encephalopathy due to GLUT1 deficiency
610140	http://www.orpha.net/ORDO/Orphanet_168796	Heart-hand syndrome, Slovenian type
613668	http://www.orpha.net/ORDO/Orphanet_402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly
300209	http://www.orpha.net/ORDO/Orphanet_79022	Simpson-Golabi-Behmel syndrome type 2
615147	http://www.orpha.net/ORDO/Orphanet_352718	Progressive retinal dystrophy due to retinol transport defect
145250	http://www.orpha.net/ORDO/Orphanet_79146	Familial progressive hyperpigmentation
614233	http://www.orpha.net/ORDO/Orphanet_79146	Familial progressive hyperpigmentation
155800	http://www.orpha.net/ORDO/Orphanet_79146	Familial progressive hyperpigmentation
250410	http://www.orpha.net/ORDO/Orphanet_166035	Metaphyseal chondrodysplasia - retinitis pigmentosa
600461	http://www.orpha.net/ORDO/Orphanet_1046	Lethal hemolytic anemia - genital anomalies
600457	http://www.orpha.net/ORDO/Orphanet_3387	Isolated anterior cervical hypertrichosis
180900	http://www.orpha.net/ORDO/Orphanet_2709	Oculodental syndrome, Rutherfurd type
256710	http://www.orpha.net/ORDO/Orphanet_33445	Neuroectodermal melanolysosomal disease
262600	http://www.orpha.net/ORDO/Orphanet_90695	Panhypopituitarism
312000	http://www.orpha.net/ORDO/Orphanet_90695	Panhypopituitarism
275120	http://www.orpha.net/ORDO/Orphanet_238670	Isolated thyrotropin-releasing hormone deficiency
609815	http://www.orpha.net/ORDO/Orphanet_295187	Zygodactyly type 1
175780	http://www.orpha.net/ORDO/Orphanet_99810	Familial porencephaly
614483	http://www.orpha.net/ORDO/Orphanet_99810	Familial porencephaly
179300	http://purl.obolibrary.org/obo/MONDO_0017985	congenital radioulnar synostosis
105150	http://www.orpha.net/ORDO/Orphanet_100008	Hereditary cerebral hemorrhage with amyloidosis, Icelandic type
219050	http://www.ebi.ac.uk/efo/EFO_0004562	cryptorchidism
300645	http://www.orpha.net/ORDO/Orphanet_319605	X-linked mendelian susceptibility to mycobacterial diseases
300636	http://www.orpha.net/ORDO/Orphanet_319605	X-linked mendelian susceptibility to mycobacterial diseases
300584	http://www.orpha.net/ORDO/Orphanet_319605	X-linked mendelian susceptibility to mycobacterial diseases
154800	http://www.ebi.ac.uk/efo/EFO_1001229	maculopapular cutaneous mastocytosis
MTHU017296	http://www.ebi.ac.uk/efo/EFO_1001229	maculopapular cutaneous mastocytosis
200100	http://www.orpha.net/ORDO/Orphanet_14	Abetalipoproteinemia
614881	http://www.orpha.net/ORDO/Orphanet_314485	Young adult-onset distal hereditary motor neuropathy
302350	http://www.orpha.net/ORDO/Orphanet_627	Nance-Horan syndrome
206780	http://www.orpha.net/ORDO/Orphanet_99797	Anodontia
616795	http://purl.obolibrary.org/obo/MONDO_0014776	spinocerebellar ataxia type 42
102650	http://www.orpha.net/ORDO/Orphanet_294990	Congenital absence/hypoplasia of fingers excluding thumb
150800	http://www.orpha.net/ORDO/Orphanet_523	Hereditary leiomyomatosis and renal cell cancer
312080	http://www.orpha.net/ORDO/Orphanet_702	Pelizaeus-Merzbacher disease
213900	http://www.orpha.net/ORDO/Orphanet_702	Pelizaeus-Merzbacher disease
212360	http://www.orpha.net/ORDO/Orphanet_1366	Autosomal recessive palmoplantar keratoderma and congenital alopecia
190100	http://www.orpha.net/ORDO/Orphanet_53372	Hereditary geniospasm
601927	http://www.orpha.net/ORDO/Orphanet_86915	Lymphedema - atrial septal defects - facial changes
136000	http://www.orpha.net/ORDO/Orphanet_289465	Isolated adermatoglyphia
613280	http://www.orpha.net/ORDO/Orphanet_309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
609968	http://www.orpha.net/ORDO/Orphanet_263458	Hyperinsulinism due to INSR deficiency
601820	http://www.orpha.net/ORDO/Orphanet_276525	Familial hyperinsulinism
256450	http://www.orpha.net/ORDO/Orphanet_276525	Familial hyperinsulinism
300707	http://www.orpha.net/ORDO/Orphanet_140952	Syndactyly - telecanthus - anogenital and renal malformations
614807	http://www.orpha.net/ORDO/Orphanet_319160	Congenital myopathy with internal nuclei and atypical cores
614290	http://www.orpha.net/ORDO/Orphanet_3307	Tetrasomy 18p
608579	http://www.ebi.ac.uk/efo/EFO_0004276	Stevens-Johnson syndrome
613102	http://www.orpha.net/ORDO/Orphanet_217407	Hereditary hypotrichosis with recurrent skin vesicles
170650	http://www.ebi.ac.uk/efo/EFO_0006342	aggressive periodontitis
607196	http://www.orpha.net/ORDO/Orphanet_99742	Amish lethal microcephaly
613243	http://www.orpha.net/ORDO/Orphanet_99742	Amish lethal microcephaly
141750	http://www.orpha.net/ORDO/Orphanet_98791	Alpha-thalassemia - intellectual disability syndrome linked to chromosome 16
101805	http://www.orpha.net/ORDO/Orphanet_1786	Acrofacial dysostosis, Catania type
275000	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis
614959	http://www.orpha.net/ORDO/Orphanet_293181	Malignant migrating partial seizures of infancy
613722	http://www.orpha.net/ORDO/Orphanet_293181	Malignant migrating partial seizures of infancy
615338	http://www.orpha.net/ORDO/Orphanet_293181	Malignant migrating partial seizures of infancy
613908	http://www.orpha.net/ORDO/Orphanet_276193	Spinocerebellar ataxia type 35
617284	http://www.ebi.ac.uk/efo/EFO_0009301	dystonia 28, childhood-onset
200130	http://www.orpha.net/ORDO/Orphanet_2985	Pseudoprogeria syndrome
300779	http://www.orpha.net/ORDO/Orphanet_293621	X-linked endothelial corneal dystrophy
257550	http://www.orpha.net/ORDO/Orphanet_1125	Ocular motor apraxia, Cogan type
180870	http://www.orpha.net/ORDO/Orphanet_3121	Ruvalcaba syndrome
608323	http://www.orpha.net/ORDO/Orphanet_100045	Autosomal dominant intermediate Charcot-Marie-Tooth disease type C
607323	http://www.orpha.net/ORDO/Orphanet_93293	Okihiro syndrome
145410	http://www.orpha.net/ORDO/Orphanet_2745	Opitz G/BBB syndrome
300000	http://www.orpha.net/ORDO/Orphanet_2745	Opitz G/BBB syndrome
616025	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
616809	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
615716	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
614749	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
614207	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
239300	http://www.orpha.net/ORDO/Orphanet_247262	Hyperphosphatasia-intellectual disability syndrome
221750	http://www.orpha.net/ORDO/Orphanet_231720	Non-acquired combined pituitary hormone deficiency with spine abnormalities
613393	http://purl.obolibrary.org/obo/MONDO_0013251	Birbeck granule deficiency
312060	http://www.orpha.net/ORDO/Orphanet_2966	Properdin deficiency
618533	http://purl.obolibrary.org/obo/MONDO_0019587	autosomal dominant nonsyndromic deafness
617068	http://www.ebi.ac.uk/efo/EFO_0000666	portal hypertension
105210	http://www.orpha.net/ORDO/Orphanet_271861	Familial transthyretin-related amyloidosis
300291	http://www.orpha.net/ORDO/Orphanet_98813	Hypohidrotic ectodermal dysplasia with immunodeficiency
612132	http://www.orpha.net/ORDO/Orphanet_98813	Hypohidrotic ectodermal dysplasia with immunodeficiency
613456	http://www.orpha.net/ORDO/Orphanet_306542	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome
607616	http://www.orpha.net/ORDO/Orphanet_77293	Niemann-Pick disease type B
221200	http://www.orpha.net/ORDO/Orphanet_363396	High myopia-sensorineural deafness syndrome
616172	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
613060	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
612279	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
604403	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
604233	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
613863	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
618482	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
611277	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
613828	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
609800	http://www.orpha.net/ORDO/Orphanet_36387	Generalized epilepsy with febrile seizures-plus
609284	http://www.orpha.net/ORDO/Orphanet_171881	Cap myopathy
609285	http://www.orpha.net/ORDO/Orphanet_171881	Cap myopathy
607655	http://www.orpha.net/ORDO/Orphanet_293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome
616099	http://www.orpha.net/ORDO/Orphanet_293165	Skin fragility-woolly hair-palmoplantar keratoderma syndrome
194470	http://purl.obolibrary.org/obo/MONDO_0008691	zinc, elevated plasma
615830	http://www.orpha.net/ORDO/Orphanet_189439	Primary pigmented nodular adrenocortical disease
610475	http://www.orpha.net/ORDO/Orphanet_189439	Primary pigmented nodular adrenocortical disease
610489	http://www.orpha.net/ORDO/Orphanet_189439	Primary pigmented nodular adrenocortical disease
614190	http://www.orpha.net/ORDO/Orphanet_189439	Primary pigmented nodular adrenocortical disease
612227	http://www.ebi.ac.uk/efo/EFO_1000897	diabetic ketoacidosis
615917	http://purl.obolibrary.org/obo/MONDO_0014397	combined oxidative phosphorylation defect type 20
204870	http://www.orpha.net/ORDO/Orphanet_98957	Gelatinous drop-like corneal dystrophy
125630	http://www.ebi.ac.uk/efo/EFO_1000775	vibratory urticaria
126550	http://www.orpha.net/ORDO/Orphanet_85192	Calvarial doughnut lesions - bone fragility
204200	http://www.orpha.net/ORDO/Orphanet_228346	CLN3 disease
613554	http://www.orpha.net/ORDO/Orphanet_166084	Von Willebrand disease type 2A
308230	http://www.orpha.net/ORDO/Orphanet_183663	Hyper-IgM syndrome with susceptibility to opportunistic infections
606843	http://www.orpha.net/ORDO/Orphanet_183663	Hyper-IgM syndrome with susceptibility to opportunistic infections
191420	http://www.orpha.net/ORDO/Orphanet_1837	Ulna metaphyseal dysplasia syndrome
MTHU037210	http://www.ebi.ac.uk/efo/EFO_1001866	ventral hernia
119900	http://www.orpha.net/ORDO/Orphanet_217059	Isolated congenital digital clubbing
617557	http://purl.obolibrary.org/obo/MONDO_0044738	Gabriele de Vries syndrome
609041	http://www.orpha.net/ORDO/Orphanet_101007	Autosomal recessive spastic paraplegia type 27
237450	http://www.orpha.net/ORDO/Orphanet_3111	Rotor syndrome
130000	http://www.orpha.net/ORDO/Orphanet_90309	Ehlers-Danlos syndrome type 1
304730	http://www.orpha.net/ORDO/Orphanet_1661	X-linked corneal dermoid
614962	http://www.orpha.net/ORDO/Orphanet_66628	Obesity due to congenital leptin deficiency
618524	http://www.orpha.net/ORDO/Orphanet_97245	Congenital myopathy
616108	http://www.orpha.net/ORDO/Orphanet_183570	Genetic malformation syndrome with short stature
124490	http://www.orpha.net/ORDO/Orphanet_3232	Deafness - ear malformation - facial palsy
615266	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614858	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
615269	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614837	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
147950	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
308700	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
612370	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
244200	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
610628	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
612702	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614840	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614880	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614838	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
615270	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
614897	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
615267	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
616030	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
615271	http://www.orpha.net/ORDO/Orphanet_478	Kallmann syndrome
601455	http://www.orpha.net/ORDO/Orphanet_99950	Charcot-Marie-Tooth disease type 4D
313420	http://www.orpha.net/ORDO/Orphanet_168544	Spondylometaphyseal dysplasia, Golden type
264800	http://www.orpha.net/ORDO/Orphanet_758	Pseudoxanthoma elasticum
177850	http://www.orpha.net/ORDO/Orphanet_758	Pseudoxanthoma elasticum
616255	http://www.orpha.net/ORDO/Orphanet_40	Acromesomelic dysplasia, Maroteaux type
602875	http://www.orpha.net/ORDO/Orphanet_40	Acromesomelic dysplasia, Maroteaux type
MTHU005440	http://www.ebi.ac.uk/efo/EFO_1001845	spinal cord compression
607859	http://www.orpha.net/ORDO/Orphanet_1063	Tufted angioma
264300	http://www.orpha.net/ORDO/Orphanet_752	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency
613545	http://www.orpha.net/ORDO/Orphanet_141276	Commissural facial cleft
618131	http://purl.obolibrary.org/obo/MONDO_0029134	immunodeficiency 58
234250	http://www.orpha.net/ORDO/Orphanet_2107	Hall-Riggs syndrome
301815	http://www.orpha.net/ORDO/Orphanet_1484	Contractures - ectodermal dysplasia - cleft lip/palate
146300	http://www.orpha.net/ORDO/Orphanet_247676	Adult hypophosphatasia
610532	http://www.orpha.net/ORDO/Orphanet_85163	Hypomyelination - congenital cataract
614756	http://www.orpha.net/ORDO/Orphanet_314647	Non-progressive cerebellar ataxia with intellectual disability
211500	http://www.ebi.ac.uk/efo/EFO_0003783	progressive bulbar palsy
301000	http://www.orpha.net/ORDO/Orphanet_906	Wiskott-Aldrich syndrome
277970	http://www.orpha.net/ORDO/Orphanet_906	Wiskott-Aldrich syndrome
600903	http://www.orpha.net/ORDO/Orphanet_906	Wiskott-Aldrich syndrome
614493	http://www.orpha.net/ORDO/Orphanet_906	Wiskott-Aldrich syndrome
212112	http://www.orpha.net/ORDO/Orphanet_2229	Dilated cardiomyopathy - hypergonadotropic hypogonadism
600089	http://www.orpha.net/ORDO/Orphanet_28455	Pancreatic beta cell agenesis with neonatal diabetes mellitus
188025	http://www.orpha.net/ORDO/Orphanet_851	Paris-Trousseau thrombocytopenia
607459	http://www.orpha.net/ORDO/Orphanet_70595	Sensory ataxic neuropathy - dysarthria - ophthalmoparesis
500010	http://www.orpha.net/ORDO/Orphanet_70595	Sensory ataxic neuropathy - dysarthria - ophthalmoparesis
601104	http://www.orpha.net/ORDO/Orphanet_240071	Classical progressive supranuclear palsy
609454	http://www.orpha.net/ORDO/Orphanet_240071	Classical progressive supranuclear palsy
610898	http://www.orpha.net/ORDO/Orphanet_240071	Classical progressive supranuclear palsy
615960	http://www.orpha.net/ORDO/Orphanet_370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
246555	http://www.orpha.net/ORDO/Orphanet_1891	Intellectual disability - spasticity - ectrodactyly
243500	http://www.orpha.net/ORDO/Orphanet_33	Isovaleric acidemia
137950	http://www.orpha.net/ORDO/Orphanet_84090	Fibronectin glomerulopathy
601894	http://www.orpha.net/ORDO/Orphanet_84090	Fibronectin glomerulopathy
241530	http://www.orpha.net/ORDO/Orphanet_157215	Hereditary hypophosphatemic rickets with hypercalciuria
616299	http://www.orpha.net/ORDO/Orphanet_401862	Lipoyl transferase 1 deficiency
174600	http://www.orpha.net/ORDO/Orphanet_93337	Polydactyly of an index finger
615465	http://www.orpha.net/ORDO/Orphanet_2117	Hartsfield-Bixler-Demyer syndrome
150360	http://www.orpha.net/ORDO/Orphanet_2374	Congenital laryngeal web
245400	http://www.orpha.net/ORDO/Orphanet_17	Fatal infantile lactic acidosis with methylmalonic aciduria
612526	http://www.orpha.net/ORDO/Orphanet_528	Berardinelli-Seip congenital lipodystrophy
